id,name,category,amount,status,note
97746,Eka,alpha,7509.76,ok,"batch 46"
97747,Danu,alpha,5740.16,ok,"batch 47"
97748,Citra,alpha,5714.56,ok,"batch 48"
97749,Citra,alpha,3907.84,ok,"batch 49"
97750,Danu,alpha,2408.32,ok,"needs, review"
97751,Citra,alpha,6453.12,ok,"batch 51"
97752,Ada,alpha,590.08,ok,"batch 52"
97753,Citra,alpha,7553.28,ok,"batch 53"
97754,Citra,alpha,9900.16,ok,"batch 54"
97755,Citra,alpha,9592.96,ok,"batch 55"
97756,Bima,alpha,4652.16,ok,"batch 56"
97757,Bima,alpha,3334.40,ok,"batch 57"
97758,Ada,alpha,5905.84,ok,"batch 58"
97759,Ada,alpha,453.12,ok,"quote ""check"""
97760,Danu,alpha,8250.24,ok,"batch 60"
97761,Ada,alpha,2008.96,ok,"batch 61"
97762,Danu,alpha,7923.84,ok,"batch 62"
97763,Danu,alpha,3861.12,ok,"batch 63"
97764,Ada,alpha,1479.68,ok,"batch 64"
97765,Citra,alpha,3106.56,ok,"batch 65"
97766,Eka,alpha,5632.64,ok,"batch 66"
97767,Danu,alpha,1964.80,ok,"needs, review"
97768,Eka,alpha,9648.00,ok,"batch 68"
97769,Ada,alpha,629.12,ok,"batch 69"
97770,Citra,alpha,7058.56,ok,"batch 70"
97771,Citra,alpha,7813.12,ok,"batch 71"
97772,Citra,alpha,4008.32,ok,"batch 72"
97773,Bima,alpha,7770.88,ok,"batch 73"
97774,Citra,alpha,5536.00,ok,"normal cleanup"
97775,Bima,alpha,9674.88,ok,"batch 75"
97776,Ada,alpha,1152.64,ok,"batch 76"
97777,Citra,alpha,1805.44,ok,"batch 77"
97778,Bima,alpha,4670.08,ok,"batch 78"
97779,Ada,alpha,6698.24,ok,"batch 79"
97780,Citra,alpha,7818.88,ok,"batch 80"
97781,Ada,alpha,7453.44,ok,"batch 81"
97782,Bima,alpha,2744.96,ok,"batch 82"
97783,Ada,alpha,1311.36,ok,"batch 83"
97784,Ada,alpha,5030.40,ok,"needs, review"
97785,Citra,alpha,4387.20,ok,"batch 85"
97786,Citra,alpha,2525.60,ok,"batch 86"
97787,Citra,alpha,2019.20,ok,"batch 87"
97788,Bima,alpha,3358.08,ok,"quote ""check"""
97789,Danu,alpha,1591.68,ok,"batch 89"
97790,Ada,alpha,4379.52,ok,"batch 90"
97791,Bima,alpha,5601.28,ok,"batch 91"
97792,Citra,alpha,9798.40,ok,"batch 92"
97793,Ada,alpha,4569.60,ok,"batch 93"
97794,Ada,alpha,5406.08,ok,"batch 94"
97795,Ada,alpha,4074.88,ok,"batch 95"
97796,Ada,alpha,4910.08,ok,"batch 96"
97797,Danu,alpha,1224.32,ok,"batch 97"
97798,Danu,alpha,8300.16,ok,"batch 98"
97799,Ada,alpha,8415.92,ok,"batch 99"
97800,Ada,alpha,9774.72,ok,"batch 0"
97801,Ada,alpha,1351.68,ok,"needs, review"
97802,Danu,alpha,7361.28,ok,"batch 2"
97803,Ada,alpha,2037.12,ok,"batch 3"
97804,Danu,alpha,9942.40,ok,"batch 4"
97805,Ada,alpha,9625.60,ok,"normal cleanup"
97806,Ada,alpha,952.32,ok,"batch 6"
97807,Bima,alpha,4475.52,ok,"batch 7"
97808,Citra,alpha,3328.00,ok,"batch 8"
97809,Danu,alpha,6604.16,ok,"batch 9"
97810,Ada,alpha,1520.00,ok,"batch 10"
97811,Ada,alpha,3036.80,ok,"batch 11"
97812,Danu,alpha,8370.56,ok,"batch 12"
97813,Danu,alpha,2482.56,ok,"batch 13"
97814,Ada,alpha,7752.96,ok,"batch 14"
97815,Ada,alpha,7715.84,ok,"batch 15"
97816,Eka,alpha,9506.56,ok,"batch 16"
97817,Ada,alpha,9482.88,ok,"quote ""check"""
97818,Citra,alpha,1015.04,ok,"needs, review"
97819,Eka,alpha,6848.00,ok,"batch 19"
97820,Eka,alpha,4020.48,ok,"batch 20"
97821,Ada,alpha,4817.92,ok,"batch 21"
97822,Danu,alpha,7267.84,ok,"batch 22"
97823,Danu,alpha,7267.84,ok,"batch 23"
97824,Danu,alpha,1834.24,ok,"batch 24"
97825,Ada,alpha,9331.84,ok,"batch 25"
97826,Eka,alpha,1415.04,ok,"batch 26"
97827,Citra,alpha,4858.24,ok,"batch 27"
97828,Eka,alpha,286.64,ok,"batch 28"
97829,Danu,alpha,4992.64,ok,"batch 29"
97830,Danu,alpha,1336.96,ok,"batch 30"
97831,Ada,alpha,6844.16,ok,"batch 31"
97832,Eka,alpha,8960.64,ok,"batch 32"
97833,Bima,alpha,6961.28,ok,"batch 33"
97834,Bima,alpha,8179.84,ok,"batch 34"
97835,Citra,alpha,4622.08,ok,"needs, review"
97836,Eka,alpha,6069.12,ok,"normal cleanup"
97837,Bima,alpha,7799.68,ok,"batch 37"
97838,Ada,alpha,7843.84,ok,"batch 38"
97839,Danu,alpha,3200.64,ok,"batch 39"
97840,Citra,alpha,951.68,ok,"batch 40"
97841,Ada,alpha,5384.32,ok,"batch 41"
97842,Eka,alpha,9927.04,ok,"batch 42"
97843,Danu,alpha,9450.24,ok,"batch 43"
97844,Ada,alpha,8249.60,ok,"batch 44"
97845,Bima,alpha,7941.12,ok,"batch 45"
97846,Ada,alpha,585.60,ok,"quote ""check"""
97847,Danu,alpha,5770.24,ok,"batch 47"
97848,Citra,alpha,8623.93,ok,"batch 48"
97849,Eka,alpha,2549.76,ok,"batch 49"
97850,Eka,alpha,2620.80,ok,"batch 50"
97851,Citra,alpha,3277.76,ok,"batch 51"
97852,Danu,alpha,3748.48,ok,"needs, review"
97853,Eka,alpha,5233.92,ok,"batch 53"
97854,Bima,alpha,1213.44,ok,"batch 54"
97855,Ada,alpha,4228.48,ok,"batch 55"
97856,Ada,alpha,9378.56,ok,"batch 56"
97857,Ada,alpha,3689.60,ok,"batch 57"
97858,Eka,alpha,7066.24,ok,"batch 58"
97859,Citra,alpha,709.76,ok,"batch 59"
97860,Ada,alpha,1084.16,ok,"batch 60"
97861,Danu,alpha,9456.00,ok,"batch 61"
97862,Eka,alpha,9137.92,ok,"batch 62"
97863,Danu,alpha,2866.56,ok,"batch 63"
97864,Danu,alpha,6292.48,ok,"batch 64"
97865,Bima,alpha,104.96,ok,"batch 65"
97866,Ada,alpha,5344.00,ok,"batch 66"
97867,Citra,alpha,2188.80,ok,"normal cleanup"
97868,Citra,alpha,7463.60,ok,"batch 68"
97869,Danu,alpha,4902.40,ok,"needs, review"
97870,Ada,alpha,9482.88,ok,"batch 70"
97871,Eka,alpha,8364.80,ok,"batch 71"
97872,Citra,alpha,7063.04,ok,"batch 72"
97873,Ada,alpha,6808.96,ok,"batch 73"
97874,Citra,alpha,8048.00,ok,"batch 74"
97875,Bima,alpha,6542.08,ok,"quote ""check"""
97876,Citra,alpha,4915.84,ok,"batch 76"
97877,Danu,alpha,8055.68,ok,"batch 77"
97878,Ada,alpha,1603.84,ok,"batch 78"
97879,Bima,alpha,1554.56,ok,"batch 79"
97880,Danu,alpha,4062.72,ok,"batch 80"
97881,Danu,alpha,2048.64,ok,"batch 81"
97882,Citra,alpha,6271.92,ok,"batch 82"
97883,Citra,alpha,6712.32,ok,"batch 83"
97884,Eka,alpha,2389.76,ok,"batch 84"
97885,Bima,alpha,8519.68,ok,"batch 85"
97886,Eka,alpha,5319.68,ok,"needs, review"
97887,Eka,alpha,1098.88,ok,"batch 87"
97888,Danu,alpha,2289.28,ok,"batch 88"
97889,Citra,alpha,4401.28,ok,"batch 89"
97890,Bima,alpha,6138.88,ok,"batch 90"
97891,Bima,alpha,7704.32,ok,"batch 91"
97892,Citra,alpha,3866.88,ok,"batch 92"
97893,Danu,alpha,6750.72,ok,"batch 93"
97894,Danu,alpha,7265.92,ok,"batch 94"
97895,Bima,alpha,8610.49,ok,"batch 95"
97896,Bima,alpha,9532.16,ok,"batch 96"
97897,Danu,alpha,211.20,ok,"batch 97"
97898,Eka,alpha,7680.64,ok,"normal cleanup"
97899,Citra,alpha,4137.60,ok,"batch 99"
97900,Danu,alpha,5947.52,ok,"batch 0"
97901,Citra,alpha,7190.40,ok,"batch 1"
97902,Danu,alpha,4791.04,ok,"batch 2"
97903,Eka,alpha,6037.12,ok,"needs, review"
97904,Danu,alpha,3178.24,ok,"quote ""check"""
97905,Ada,alpha,6743.04,ok,"batch 5"
97906,Ada,alpha,5339.52,ok,"batch 6"
97907,Bima,alpha,918.40,ok,"batch 7"
97908,Eka,alpha,3173.76,ok,"batch 8"
97909,Danu,alpha,6174.08,ok,"batch 9"
97910,Danu,alpha,5769.60,ok,"batch 10"
97911,Ada,alpha,9476.48,ok,"batch 11"
97912,Ada,alpha,6488.32,ok,"batch 12"
97913,Danu,alpha,6881.92,ok,"batch 13"
97914,Ada,alpha,8137.60,ok,"batch 14"
97915,Bima,alpha,1437.44,ok,"batch 15"
97916,Danu,alpha,4333.44,ok,"batch 16"
97917,Ada,alpha,5944.96,ok,"batch 17"
97918,Citra,alpha,9431.04,ok,"batch 18"
97919,Ada,alpha,1952.56,ok,"batch 19"
97920,Eka,alpha,4741.76,ok,"needs, review"
97921,Bima,alpha,525.44,ok,"batch 21"
97922,Citra,alpha,5303.04,ok,"batch 22"
97923,Eka,alpha,1704.32,ok,"batch 23"
97924,Ada,alpha,1707.52,ok,"batch 24"
97925,Ada,alpha,2216.96,ok,"batch 25"
97926,Ada,alpha,1193.60,ok,"batch 26"
97927,Bima,alpha,3874.56,ok,"batch 27"
97928,Bima,alpha,5788.80,ok,"batch 28"
97929,Eka,alpha,7214.72,ok,"normal cleanup"
97930,Ada,alpha,6161.28,ok,"batch 30"
97931,Citra,alpha,5234.56,ok,"batch 31"
97932,Citra,alpha,3797.12,ok,"batch 32"
97933,Danu,alpha,4032.64,ok,"quote ""check"""
97934,Danu,alpha,6236.16,ok,"batch 34"
97935,Eka,alpha,6549.76,ok,"batch 35"
97936,Danu,alpha,4753.92,ok,"batch 36"
97937,Danu,alpha,7498.88,ok,"needs, review"
97938,Bima,alpha,5693.44,ok,"batch 38"
97939,Bima,alpha,1128.32,ok,"batch 39"
97940,Eka,alpha,2709.12,ok,"batch 40"
97941,Bima,alpha,3832.96,ok,"batch 41"
97942,Ada,alpha,1348.48,ok,"batch 42"
97943,Citra,alpha,2847.36,ok,"batch 43"
97944,Ada,alpha,5287.04,ok,"batch 44"
97945,Citra,alpha,5284.48,ok,"batch 45"
97946,Ada,alpha,6444.16,ok,"batch 46"
97947,Citra,alpha,2075.52,ok,"batch 47"
97948,Danu,alpha,2395.52,ok,"batch 48"
97949,Ada,alpha,9193.60,ok,"batch 49"
97950,Citra,alpha,7550.08,ok,"batch 50"
97951,Eka,alpha,2605.44,ok,"batch 51"
97952,Ada,alpha,947.20,ok,"batch 52"
97953,Citra,alpha,7946.24,ok,"batch 53"
97954,Citra,alpha,5577.60,ok,"needs, review"
97955,Bima,alpha,1812.48,ok,"batch 55"
97956,Bima,alpha,7315.84,ok,"batch 56"
97957,Danu,alpha,2071.04,ok,"batch 57"
97958,Citra,alpha,4210.56,ok,"batch 58"
97959,Eka,alpha,5482.24,ok,"batch 59"
97960,Citra,alpha,6837.12,ok,"normal cleanup"
97961,Eka,alpha,5159.04,ok,"batch 61"
97962,Bima,alpha,3000.32,ok,"quote ""check"""
97963,Eka,alpha,5621.12,ok,"batch 63"
97964,Ada,alpha,9191.04,ok,"batch 64"
97965,Bima,alpha,6282.88,ok,"batch 65"
97966,Citra,alpha,2271.36,ok,"batch 66"
97967,Eka,alpha,425.60,ok,"batch 67"
97968,Ada,alpha,177.92,ok,"batch 68"
97969,Danu,alpha,4606.08,ok,"batch 69"
97970,Danu,alpha,7328.00,ok,"batch 70"
97971,Eka,alpha,2237.44,ok,"needs, review"
97972,Eka,alpha,2940.16,ok,"batch 72"
97973,Bima,alpha,7185.92,ok,"batch 73"
97974,Citra,alpha,4560.64,ok,"batch 74"
97975,Danu,alpha,8993.92,ok,"batch 75"
97976,Eka,alpha,8588.80,ok,"batch 76"
97977,Ada,alpha,6300.80,ok,"batch 77"
97978,Citra,alpha,4728.32,ok,"batch 78"
97979,Ada,alpha,6832.00,ok,"batch 79"
97980,Ada,alpha,9114.24,ok,"batch 80"
97981,Danu,alpha,3542.40,ok,"batch 81"
97982,Citra,alpha,7206.40,ok,"batch 82"
97983,Eka,alpha,7946.88,ok,"batch 83"
97984,Danu,alpha,9458.56,ok,"batch 84"
97985,Citra,alpha,5584.64,ok,"batch 85"
97986,Bima,alpha,7087.36,ok,"batch 86"
97987,Ada,alpha,5045.76,ok,"batch 87"
97988,Ada,alpha,3899.52,ok,"needs, review"
97989,Ada,alpha,3916.80,ok,"batch 89"
97990,Danu,alpha,3880.96,ok,"batch 90"
97991,Danu,alpha,4566.40,ok,"quote ""check"""
97992,Citra,alpha,703.36,ok,"batch 92"
97993,Eka,alpha,9261.44,ok,"batch 93"
97994,Ada,alpha,6373.76,ok,"batch 94"
97995,Ada,alpha,4102.40,ok,"batch 95"
97996,Ada,alpha,4950.40,ok,"batch 96"
97997,Ada,alpha,7431.04,ok,"batch 97"
97998,Eka,alpha,2936.24,ok,"batch 98"
97999,Ada,alpha,198.40,ok,"batch 99"
98000,Ada,alpha,6055.68,ok,"batch 0"
98001,Ada,alpha,7591.68,ok,"batch 1"
98002,Ada,alpha,2275.20,ok,"batch 2"
98003,Bima,alpha,9251.84,ok,"batch 3"
98004,Eka,alpha,4204.80,ok,"batch 4"
98005,Citra,alpha,8798.08,ok,"needs, review"
98006,Ada,alpha,1002.24,ok,"batch 6"
98007,Bima,alpha,8583.04,ok,"batch 7"
98008,Ada,alpha,455.68,ok,"batch 8"
98009,Eka,alpha,4468.48,ok,"batch 9"
98010,Citra,alpha,9132.16,ok,"batch 10"
98011,Ada,alpha,83.84,ok,"batch 11"
98012,Danu,alpha,849.92,ok,"batch 12"
98013,Ada,alpha,8645.76,ok,"batch 13"
98014,Citra,alpha,8616.32,ok,"batch 14"
98015,Eka,alpha,8760.32,ok,"batch 15"
98016,Citra,alpha,7379.77,ok,"batch 16"
98017,Eka,alpha,3229.44,ok,"batch 17"
98018,Ada,alpha,4064.64,ok,"batch 18"
98019,Eka,alpha,8722.56,ok,"batch 19"
98020,Bima,alpha,1619.20,ok,"quote ""check"""
98021,Eka,alpha,808.96,ok,"batch 21"
98022,Danu,alpha,7011.20,ok,"needs, review"
98023,Bima,alpha,2858.88,ok,"batch 23"
98024,Ada,alpha,9480.32,ok,"batch 24"
98025,Bima,alpha,4700.80,ok,"batch 25"
98026,Bima,alpha,6145.92,ok,"batch 26"
98027,Ada,alpha,942.08,ok,"batch 27"
98028,Citra,alpha,7073.28,ok,"batch 28"
98029,Danu,alpha,1909.12,ok,"batch 29"
98030,Eka,alpha,8012.80,ok,"batch 30"
98031,Citra,alpha,4380.80,ok,"batch 31"
98032,Ada,alpha,6587.52,ok,"batch 32"
98033,Danu,alpha,3521.92,ok,"batch 33"
98034,Citra,alpha,7290.24,ok,"batch 34"
98035,Bima,alpha,1276.16,ok,"batch 35"
98036,Eka,alpha,1568.64,ok,"batch 36"
98037,Citra,alpha,8117.12,ok,"batch 37"
98038,Bima,alpha,889.60,ok,"batch 38"
98039,Eka,alpha,2991.36,ok,"needs, review"
98040,Ada,alpha,1079.68,ok,"batch 40"
98041,Eka,alpha,9899.52,ok,"batch 41"
98042,Danu,alpha,7276.16,ok,"batch 42"
98043,Bima,alpha,7040.00,ok,"batch 43"
98044,Eka,alpha,262.40,ok,"batch 44"
98045,Citra,alpha,7711.36,ok,"batch 45"
98046,Ada,alpha,5213.44,ok,"batch 46"
98047,Danu,alpha,3450.88,ok,"batch 47"
98048,Bima,alpha,8334.72,ok,"batch 48"
98049,Ada,alpha,4524.80,ok,"quote ""check"""
98050,Ada,alpha,7888.00,ok,"batch 50"
98051,Danu,alpha,2485.76,ok,"batch 51"
98052,Eka,alpha,3699.20,ok,"batch 52"
98053,Bima,alpha,7591.68,ok,"normal cleanup"
98054,Citra,alpha,9853.44,ok,"batch 54"
98055,Danu,alpha,3114.24,ok,"batch 55"
98056,Eka,alpha,5941.12,ok,"needs, review"
98057,Ada,alpha,5472.64,ok,"batch 57"
98058,Bima,alpha,9146.24,ok,"batch 58"
98059,Bima,alpha,2051.84,ok,"batch 59"
98060,Bima,alpha,6017.28,ok,"batch 60"
98061,Bima,alpha,6339.20,ok,"batch 61"
98062,Ada,alpha,1270.40,ok,"batch 62"
98063,Citra,alpha,2853.12,ok,"batch 63"
98064,Danu,alpha,8817.28,ok,"batch 64"
98065,Bima,alpha,7420.80,ok,"batch 65"
98066,Danu,alpha,8547.84,ok,"batch 66"
98067,Bima,alpha,5260.72,ok,"batch 67"
98068,Eka,alpha,6536.32,ok,"batch 68"
98069,Danu,alpha,8641.92,ok,"batch 69"
98070,Ada,alpha,7924.48,ok,"batch 70"
98071,Ada,alpha,161.28,ok,"batch 71"
98072,Bima,alpha,8138.24,ok,"batch 72"
98073,Citra,alpha,8753.92,ok,"needs, review"
98074,Danu,alpha,6717.44,ok,"batch 74"
98075,Eka,alpha,6984.32,ok,"batch 75"
98076,Danu,alpha,337.28,ok,"batch 76"
98077,Ada,alpha,4848.00,ok,"batch 77"
98078,Bima,alpha,5444.48,ok,"quote ""check"""
98079,Ada,alpha,4727.04,ok,"batch 79"
98080,Eka,alpha,6784.64,ok,"batch 80"
98081,Eka,alpha,3003.52,ok,"batch 81"
98082,Danu,alpha,9096.32,ok,"batch 82"
98083,Ada,alpha,9437.36,ok,"batch 83"
98084,Danu,alpha,795.52,ok,"normal cleanup"
98085,Citra,alpha,927.04,ok,"batch 85"
98086,Eka,alpha,247.68,ok,"batch 86"
98087,Eka,alpha,1607.68,ok,"batch 87"
98088,Eka,alpha,6343.04,ok,"batch 88"
98089,Eka,alpha,7918.72,ok,"batch 89"
98090,Bima,alpha,2332.80,ok,"needs, review"
98091,Danu,alpha,3219.84,ok,"batch 91"
98092,Eka,alpha,7964.16,ok,"batch 92"
98093,Ada,alpha,7624.32,ok,"batch 93"
98094,Bima,alpha,7326.72,ok,"batch 94"
98095,Bima,alpha,1835.52,ok,"batch 95"
98096,Ada,alpha,5180.16,ok,"batch 96"
98097,Eka,alpha,2304.64,ok,"batch 97"
98098,Eka,alpha,3500.80,ok,"batch 98"
98099,Eka,alpha,3146.24,ok,"batch 99"
98100,Bima,alpha,6508.80,ok,"batch 0"
98101,Danu,alpha,53.12,ok,"batch 1"
98102,Bima,alpha,4704.00,ok,"batch 2"
98103,Bima,alpha,3534.08,ok,"batch 3"
98104,Danu,alpha,3051.52,ok,"batch 4"
98105,Eka,alpha,7194.88,ok,"batch 5"
98106,Eka,alpha,9936.00,ok,"batch 6"
98107,Bima,alpha,3376.64,ok,"needs, review"
98108,Danu,alpha,3892.48,ok,"batch 8"
98109,Bima,alpha,4874.24,ok,"batch 9"
98110,Ada,alpha,7068.80,ok,"batch 10"
98111,Citra,alpha,2476.16,ok,"batch 11"
98112,Citra,alpha,4427.52,ok,"batch 12"
98113,Eka,alpha,7168.00,ok,"batch 13"
98114,Danu,alpha,171.52,ok,"batch 14"
98115,Citra,alpha,9772.80,ok,"normal cleanup"
98116,Bima,alpha,707.84,ok,"batch 16"
98117,Ada,alpha,1123.20,ok,"batch 17"
98118,Citra,alpha,2145.28,ok,"batch 18"
98119,Ada,alpha,7037.44,ok,"batch 19"
98120,Eka,alpha,755.84,ok,"batch 20"
98121,Danu,alpha,8121.60,ok,"batch 21"
98122,Bima,alpha,1695.36,ok,"batch 22"
98123,Bima,alpha,2967.68,ok,"batch 23"
98124,Bima,alpha,5687.04,ok,"needs, review"
98125,Bima,alpha,1219.20,ok,"batch 25"
98126,Ada,alpha,2946.56,ok,"batch 26"
98127,Ada,alpha,8327.04,ok,"batch 27"
98128,Citra,alpha,4105.60,ok,"batch 28"
98129,Citra,alpha,8796.80,ok,"batch 29"
98130,Bima,alpha,6165.12,ok,"batch 30"
98131,Citra,alpha,9248.64,ok,"batch 31"
98132,Bima,alpha,2685.44,ok,"batch 32"
98133,Bima,alpha,9219.20,ok,"batch 33"
98134,Bima,alpha,6342.40,ok,"batch 34"
98135,Citra,alpha,5736.96,ok,"batch 35"
98136,Danu,alpha,4127.36,ok,"quote ""check"""
98137,Bima,alpha,2385.28,ok,"batch 37"
98138,Citra,alpha,5329.28,ok,"batch 38"
98139,Danu,alpha,848.64,ok,"batch 39"
98140,Eka,alpha,8810.24,ok,"batch 40"
98141,Danu,alpha,4643.20,ok,"needs, review"
98142,Bima,alpha,9418.24,ok,"batch 42"
98143,Eka,alpha,5242.24,ok,"batch 43"
98144,Eka,alpha,2977.92,ok,"batch 44"
98145,Citra,alpha,3847.68,ok,"batch 45"
98146,Bima,alpha,1035.52,ok,"normal cleanup"
98147,Bima,alpha,7385.60,ok,"batch 47"
98148,Citra,alpha,496.64,ok,"batch 48"
98149,Danu,alpha,2634.24,ok,"batch 49"
98150,Eka,alpha,4490.88,ok,"batch 50"
98151,Citra,alpha,8769.28,ok,"batch 51"
98152,Eka,alpha,2405.76,ok,"batch 52"
98153,Eka,alpha,3684.48,ok,"batch 53"
98154,Danu,alpha,5864.96,ok,"batch 54"
98155,Ada,alpha,1543.04,ok,"batch 55"
98156,Citra,alpha,8189.44,ok,"batch 56"
98157,Eka,alpha,3847.68,ok,"batch 57"
98158,Ada,alpha,1738.88,ok,"needs, review"
98159,Ada,alpha,1751.68,ok,"batch 59"
98160,Citra,alpha,2732.16,ok,"batch 60"
98161,Citra,alpha,2138.88,pending,"batch 61"
98162,Bima,alpha,4681.60,ok,"batch 62"
98163,Eka,alpha,7104.00,ok,"batch 63"
98164,Citra,alpha,4711.04,ok,"batch 64"
98165,Bima,alpha,3016.32,ok,"quote ""check"""
98166,Eka,alpha,1552.00,ok,"batch 66"
98167,Citra,alpha,151.68,ok,"batch 67"
98168,Citra,alpha,1852.16,ok,"batch 68"
98169,Ada,alpha,3676.16,ok,"batch 69"
98170,Bima,alpha,4427.52,ok,"batch 70"
98171,Citra,alpha,2037.12,ok,"batch 71"
98172,Citra,alpha,3147.52,ok,"batch 72"
98173,Ada,alpha,2858.24,ok,"batch 73"
98174,Eka,alpha,6991.36,ok,"batch 74"
98175,Citra,alpha,2554.24,ok,"needs, review"
98176,Eka,alpha,3544.32,ok,"batch 76"
98177,Bima,alpha,5170.56,ok,"normal cleanup"
98178,Citra,alpha,4199.04,ok,"batch 78"
98179,Danu,alpha,5911.68,ok,"batch 79"
98180,Danu,alpha,1738.88,ok,"batch 80"
98181,Bima,alpha,2714.24,ok,"batch 81"
98182,Bima,alpha,4336.64,ok,"batch 82"
98183,Ada,alpha,3457.28,ok,"batch 83"
98184,Citra,alpha,3984.64,ok,"batch 84"
98185,Danu,alpha,7196.72,ok,"batch 85"
98186,Ada,alpha,3623.68,ok,"batch 86"
98187,Bima,alpha,5800.96,ok,"batch 87"
98188,Citra,alpha,4940.80,ok,"batch 88"
98189,Eka,alpha,1838.08,ok,"batch 89"
98190,Bima,alpha,2839.04,ok,"batch 90"
98191,Eka,alpha,7167.36,ok,"batch 91"
98192,Citra,alpha,3843.20,ok,"needs, review"
98193,Citra,alpha,7479.68,ok,"batch 93"
98194,Ada,alpha,7678.72,ok,"quote ""check"""
98195,Danu,alpha,5559.68,ok,"batch 95"
98196,Citra,alpha,9068.80,ok,"batch 96"
98197,Citra,alpha,8161.92,ok,"batch 97"
98198,Danu,alpha,5587.84,ok,"batch 98"
98199,Danu,alpha,2579.12,ok,"batch 99"
98200,Eka,alpha,3153.92,ok,"batch 0"
98201,Ada,alpha,5445.76,ok,"batch 1"
98202,Danu,alpha,3577.60,ok,"batch 2"
98203,Eka,alpha,5182.08,ok,"batch 3"
98204,Eka,alpha,5232.00,ok,"batch 4"
98205,Ada,alpha,4277.76,ok,"batch 5"
98206,Eka,alpha,1480.32,ok,"batch 6"
98207,Citra,alpha,5391.36,ok,"batch 7"
98208,Ada,alpha,3972.48,ok,"normal cleanup"
98209,Eka,alpha,9213.44,ok,"needs, review"
98210,Danu,alpha,1356.80,ok,"batch 10"
98211,Eka,alpha,9700.48,ok,"batch 11"
98212,Ada,alpha,1409.92,ok,"batch 12"
98213,Eka,alpha,6979.84,ok,"batch 13"
98214,Ada,alpha,8288.64,ok,"batch 14"
98215,Danu,alpha,9066.88,ok,"batch 15"
98216,Danu,alpha,7230.72,ok,"batch 16"
98217,Eka,alpha,2924.16,ok,"batch 17"
98218,Danu,alpha,9685.12,ok,"batch 18"
98219,Danu,alpha,3955.20,ok,"batch 19"
98220,Citra,alpha,2744.96,ok,"batch 20"
98221,Eka,alpha,7957.12,ok,"batch 21"
98222,Ada,alpha,7125.12,ok,"batch 22"
98223,Ada,alpha,2261.12,ok,"quote ""check"""
98224,Citra,alpha,7675.52,ok,"batch 24"
98225,Eka,alpha,3779.20,ok,"batch 25"
98226,Citra,alpha,5943.04,ok,"needs, review"
98227,Eka,alpha,6490.88,ok,"batch 27"
98228,Eka,alpha,1936.00,ok,"batch 28"
98229,Danu,alpha,7024.64,ok,"batch 29"
98230,Ada,alpha,6133.12,ok,"batch 30"
98231,Bima,alpha,5151.29,ok,"batch 31"
98232,Citra,alpha,2424.32,ok,"batch 32"
98233,Danu,alpha,5434.24,ok,"batch 33"
98234,Eka,alpha,6448.64,ok,"batch 34"
98235,Ada,alpha,370.56,ok,"batch 35"
98236,Citra,alpha,5395.20,ok,"batch 36"
98237,Eka,alpha,6026.24,ok,"batch 37"
98238,Danu,alpha,2087.68,ok,"batch 38"
98239,Danu,alpha,7820.16,ok,"normal cleanup"
98240,Bima,alpha,8053.76,ok,"batch 40"
98241,Eka,alpha,3876.48,ok,"batch 41"
98242,Danu,alpha,3175.68,ok,"batch 42"
98243,Bima,alpha,3296.64,ok,"needs, review"
98244,Eka,alpha,5646.08,ok,"batch 44"
98245,Ada,alpha,428.16,ok,"batch 45"
98246,Eka,alpha,897.28,ok,"batch 46"
98247,Danu,alpha,202.88,ok,"batch 47"
98248,Citra,alpha,6766.72,ok,"batch 48"
98249,Citra,alpha,5261.44,ok,"batch 49"
98250,Ada,alpha,4416.00,ok,"batch 50"
98251,Citra,alpha,7441.92,ok,"batch 51"
98252,Danu,alpha,1509.12,ok,"quote ""check"""
98253,Eka,alpha,7032.96,ok,"batch 53"
98254,Eka,alpha,4935.68,ok,"batch 54"
98255,Ada,alpha,8080.64,ok,"batch 55"
98256,Bima,alpha,2028.80,ok,"batch 56"
98257,Citra,alpha,9359.36,ok,"batch 57"
98258,Danu,alpha,8858.24,ok,"batch 58"
98259,Bima,alpha,689.28,ok,"batch 59"
98260,Bima,alpha,4314.88,ok,"needs, review"
98261,Bima,alpha,9711.36,ok,"batch 61"
98262,Danu,alpha,7069.36,ok,"batch 62"
98263,Citra,alpha,7777.28,ok,"batch 63"
98264,Ada,alpha,4462.72,ok,"batch 64"
98265,Eka,alpha,8030.72,ok,"batch 65"
98266,Bima,alpha,7150.08,ok,"batch 66"
98267,Ada,alpha,7078.40,ok,"batch 67"
98268,Citra,alpha,1333.12,ok,"batch 68"
98269,Danu,alpha,3863.04,ok,"batch 69"
98270,Citra,alpha,5392.64,ok,"normal cleanup"
98271,Ada,alpha,7482.88,ok,"batch 71"
98272,Eka,alpha,3063.04,ok,"batch 72"
98273,Citra,alpha,5229.44,ok,"batch 73"
98274,Danu,alpha,1412.48,ok,"batch 74"
98275,Eka,alpha,3838.00,ok,"batch 75"
98276,Bima,alpha,4752.64,ok,"batch 76"
98277,Danu,alpha,6363.52,ok,"needs, review"
98278,Bima,alpha,6160.00,ok,"batch 78"
98279,Ada,alpha,7453.44,ok,"batch 79"
98280,Ada,alpha,241.28,ok,"batch 80"
98281,Citra,alpha,7589.76,ok,"quote ""check"""
98282,Danu,alpha,6915.20,ok,"batch 82"
